,Year,Region,Arrivals_x,Business,Leisure,Medical,Diaspora,Others,Arrivals_y,Mode,Percentage
294,2018,Western Europe,10656.0,23.0,63.6,1.3,8.7,3.4,10557976,Air,79.6
295,2018,Western Europe,10656.0,23.0,63.6,1.3,8.7,3.4,10557976,Sea,0.8
296,2018,Western Europe,10656.0,23.0,63.6,1.3,8.7,3.4,10557976,Land,19.6
297,2018,Western Europe,39276.0,22.6,46.9,1.1,28.7,0.7,10557976,Air,79.6
298,2018,Western Europe,39276.0,22.6,46.9,1.1,28.7,0.7,10557976,Sea,0.8
299,2018,Western Europe,39276.0,22.6,46.9,1.1,28.7,0.7,10557976,Land,19.6
300,2018,Western Europe,126931.0,25.3,59.7,0.6,13.7,0.7,10557976,Air,79.6
301,2018,Western Europe,126931.0,25.3,59.7,0.6,13.7,0.7,10557976,Sea,0.8
302,2018,Western Europe,126931.0,25.3,59.7,0.6,13.7,0.7,10557976,Land,19.6
303,2018,Western Europe,81615.0,32.7,52.4,0.8,13.0,1.1,10557976,Air,79.6
304,2018,Western Europe,81615.0,32.7,52.4,0.8,13.0,1.1,10557976,Sea,0.8
305,2018,Western Europe,81615.0,32.7,52.4,0.8,13.0,1.1,10557976,Land,19.6
306,2018,Western Europe,22631.0,18.4,56.8,0.8,22.8,1.2,10557976,Air,79.6
307,2018,Western Europe,22631.0,18.4,56.8,0.8,22.8,1.2,10557976,Sea,0.8
308,2018,Western Europe,22631.0,18.4,56.8,0.8,22.8,1.2,10557976,Land,19.6
309,2018,Western Europe,74492.0,9.7,42.3,1.0,46.0,1.0,10557976,Air,79.6
310,2018,Western Europe,74492.0,9.7,42.3,1.0,46.0,1.0,10557976,Sea,0.8
311,2018,Western Europe,74492.0,9.7,42.3,1.0,46.0,1.0,10557976,Land,19.6
312,2018,Western Europe,84356.0,19.2,73.7,0.4,6.1,0.6,10557976,Air,79.6
313,2018,Western Europe,84356.0,19.2,73.7,0.4,6.1,0.6,10557976,Sea,0.8
314,2018,Western Europe,84356.0,19.2,73.7,0.4,6.1,0.6,10557976,Land,19.6
315,2018,Western Europe,46743.0,30.1,57.5,0.7,11.3,0.4,10557976,Air,79.6
316,2018,Western Europe,46743.0,30.1,57.5,0.7,11.3,0.4,10557976,Sea,0.8
317,2018,Western Europe,46743.0,30.1,57.5,0.7,11.3,0.4,10557976,Land,19.6
318,2018,Western Europe,49322.0,21.0,67.6,0.7,9.7,1.0,10557976,Air,79.6
319,2018,Western Europe,49322.0,21.0,67.6,0.7,9.7,1.0,10557976,Sea,0.8
320,2018,Western Europe,49322.0,21.0,67.6,0.7,9.7,1.0,10557976,Land,19.6
321,2018,Western Europe,1029757.0,14.8,55.1,1.0,27.3,1.8,10557976,Air,79.6
322,2018,Western Europe,1029757.0,14.8,55.1,1.0,27.3,1.8,10557976,Sea,0.8
323,2018,Western Europe,1029757.0,14.8,55.1,1.0,27.3,1.8,10557976,Land,19.6
324,2018,Western Europe,15396.0,21.4,63.7,1.4,11.9,1.6,10557976,Air,79.6
325,2018,Western Europe,15396.0,21.4,63.7,1.4,11.9,1.6,10557976,Sea,0.8
326,2018,Western Europe,15396.0,21.4,63.7,1.4,11.9,1.6,10557976,Land,19.6
327,2018,Western Europe,2243635.0,20.6,57.4,0.8,19.8,1.4,10557976,Air,79.6
328,2018,Western Europe,2243635.0,20.6,57.4,0.8,19.8,1.4,10557976,Sea,0.8
329,2018,Western Europe,2243635.0,20.6,57.4,0.8,19.8,1.4,10557976,Land,19.6
330,2018,Eastern Europe,13413.0,32.6,62.6,0.4,3.5,0.9,10557976,Air,79.6
331,2018,Eastern Europe,13413.0,32.6,62.6,0.4,3.5,0.9,10557976,Sea,0.8
332,2018,Eastern Europe,13413.0,32.6,62.6,0.4,3.5,0.9,10557976,Land,19.6
333,2018,Eastern Europe,9201.0,26.9,67.4,0.6,3.9,1.2,10557976,Air,79.6
334,2018,Eastern Europe,9201.0,26.9,67.4,0.6,3.9,1.2,10557976,Sea,0.8
335,2018,Eastern Europe,9201.0,26.9,67.4,0.6,3.9,1.2,10557976,Land,19.6
336,2018,Eastern Europe,13314.0,7.2,82.1,3.1,5.4,2.2,10557976,Air,79.6
337,2018,Eastern Europe,13314.0,7.2,82.1,3.1,5.4,2.2,10557976,Sea,0.8
338,2018,Eastern Europe,13314.0,7.2,82.1,3.1,5.4,2.2,10557976,Land,19.6
339,2018,Eastern Europe,31555.0,24.3,70.8,0.3,3.5,1.1,10557976,Air,79.6
340,2018,Eastern Europe,31555.0,24.3,70.8,0.3,3.5,1.1,10557976,Sea,0.8
341,2018,Eastern Europe,31555.0,24.3,70.8,0.3,3.5,1.1,10557976,Land,19.6
342,2018,Eastern Europe,262309.0,6.9,89.8,0.5,2.2,0.6,10557976,Air,79.6
343,2018,Eastern Europe,262309.0,6.9,89.8,0.5,2.2,0.6,10557976,Sea,0.8
344,2018,Eastern Europe,262309.0,6.9,89.8,0.5,2.2,0.6,10557976,Land,19.6
345,2018,Eastern Europe,26260.0,12.9,75.4,1.5,5.6,4.6,10557976,Air,79.6
346,2018,Eastern Europe,26260.0,12.9,75.4,1.5,5.6,4.6,10557976,Sea,0.8
347,2018,Eastern Europe,26260.0,12.9,75.4,1.5,5.6,4.6,10557976,Land,19.6
348,2018,Eastern Europe,109997.0,12.8,64.9,15.6,4.4,2.3,10557976,Air,79.6
349,2018,Eastern Europe,109997.0,12.8,64.9,15.6,4.4,2.3,10557976,Sea,0.8
350,2018,Eastern Europe,109997.0,12.8,64.9,15.6,4.4,2.3,10557976,Land,19.6
351,2018,Eastern Europe,466049.0,11.0,80.4,4.2,3.2,1.2,10557976,Air,79.6
352,2018,Eastern Europe,466049.0,11.0,80.4,4.2,3.2,1.2,10557976,Sea,0.8
353,2018,Eastern Europe,466049.0,11.0,80.4,4.2,3.2,1.2,10557976,Land,19.6
354,2018,Africa,20486.0,41.0,41.3,2.9,9.3,5.5,10557976,Air,79.6
355,2018,Africa,20486.0,41.0,41.3,2.9,9.3,5.5,10557976,Sea,0.8
356,2018,Africa,20486.0,41.0,41.3,2.9,9.3,5.5,10557976,Land,19.6
357,2018,Africa,48845.0,12.8,44.6,16.5,23.5,2.6,10557976,Air,79.6
358,2018,Africa,48845.0,12.8,44.6,16.5,23.5,2.6,10557976,Sea,0.8
359,2018,Africa,48845.0,12.8,44.6,16.5,23.5,2.6,10557976,Land,19.6
360,2018,Africa,42096.0,5.0,77.1,6.3,9.3,2.3,10557976,Air,79.6
361,2018,Africa,42096.0,5.0,77.1,6.3,9.3,2.3,10557976,Sea,0.8
362,2018,Africa,42096.0,5.0,77.1,6.3,9.3,2.3,10557976,Land,19.6
363,2018,Africa,12067.0,17.5,12.6,46.9,9.3,13.7,10557976,Air,79.6
364,2018,Africa,12067.0,17.5,12.6,46.9,9.3,13.7,10557976,Sea,0.8
365,2018,Africa,12067.0,17.5,12.6,46.9,9.3,13.7,10557976,Land,19.6
366,2018,Africa,58613.0,19.3,70.4,1.0,8.6,0.7,10557976,Air,79.6
367,2018,Africa,58613.0,19.3,70.4,1.0,8.6,0.7,10557976,Sea,0.8
368,2018,Africa,58613.0,19.3,70.4,1.0,8.6,0.7,10557976,Land,19.6
369,2018,Africa,34712.0,54.6,7.5,25.0,4.4,8.5,10557976,Air,79.6
370,2018,Africa,34712.0,54.6,7.5,25.0,4.4,8.5,10557976,Sea,0.8
371,2018,Africa,34712.0,54.6,7.5,25.0,4.4,8.5,10557976,Land,19.6
372,2018,Africa,23443.0,18.8,34.2,22.3,16.3,8.4,10557976,Air,79.6
373,2018,Africa,23443.0,18.8,34.2,22.3,16.3,8.4,10557976,Sea,0.8
374,2018,Africa,23443.0,18.8,34.2,22.3,16.3,8.4,10557976,Land,19.6
375,2018,Africa,110936.0,21.1,38.3,18.0,12.6,10.0,10557976,Air,79.6
376,2018,Africa,110936.0,21.1,38.3,18.0,12.6,10.0,10557976,Sea,0.8
377,2018,Africa,110936.0,21.1,38.3,18.0,12.6,10.0,10557976,Land,19.6
378,2018,Africa,351198.0,21.9,45.2,14.6,12.2,6.1,10557976,Air,79.6
379,2018,Africa,351198.0,21.9,45.2,14.6,12.2,6.1,10557976,Sea,0.8
380,2018,Africa,351198.0,21.9,45.2,14.6,12.2,6.1,10557976,Land,19.6
381,2018,West Asia,13915.0,8.1,60.3,10.5,17.5,3.6,10557976,Air,79.6
382,2018,West Asia,13915.0,8.1,60.3,10.5,17.5,3.6,10557976,Sea,0.8
383,2018,West Asia,13915.0,8.1,60.3,10.5,17.5,3.6,10557976,Land,19.6
384,2018,West Asia,68462.0,1.9,7.2,86.6,2.5,1.8,10557976,Air,79.6
385,2018,West Asia,68462.0,1.9,7.2,86.6,2.5,1.8,10557976,Sea,0.8
386,2018,West Asia,68462.0,1.9,7.2,86.6,2.5,1.8,10557976,Land,19.6
387,2018,West Asia,67366.0,26.0,71.0,0.3,2.3,0.4,10557976,Air,79.6
388,2018,West Asia,67366.0,26.0,71.0,0.3,2.3,0.4,10557976,Sea,0.8
389,2018,West Asia,67366.0,26.0,71.0,0.3,2.3,0.4,10557976,Land,19.6
390,2018,West Asia,95160.0,1.7,66.8,28.9,2.1,0.5,10557976,Air,79.6
391,2018,West Asia,95160.0,1.7,66.8,28.9,2.1,0.5,10557976,Sea,0.8
392,2018,West Asia,95160.0,1.7,66.8,28.9,2.1,0.5,10557976,Land,19.6
393,2018,West Asia,47546.0,8.6,72.5,10.4,7.0,1.5,10557976,Air,79.6
394,2018,West Asia,47546.0,8.6,72.5,10.4,7.0,1.5,10557976,Sea,0.8
395,2018,West Asia,47546.0,8.6,72.5,10.4,7.0,1.5,10557976,Land,19.6
396,2018,West Asia,33825.0,39.5,48.4,2.3,7.7,2.1,10557976,Air,79.6
397,2018,West Asia,33825.0,39.5,48.4,2.3,7.7,2.1,10557976,Sea,0.8
398,2018,West Asia,33825.0,39.5,48.4,2.3,7.7,2.1,10557976,Land,19.6
399,2018,West Asia,59971.0,2.8,91.9,1.6,3.3,0.4,10557976,Air,79.6
400,2018,West Asia,59971.0,2.8,91.9,1.6,3.3,0.4,10557976,Sea,0.8
401,2018,West Asia,59971.0,2.8,91.9,1.6,3.3,0.4,10557976,Land,19.6
402,2018,West Asia,21674.0,5.9,20.7,54.7,7.5,11.2,10557976,Air,79.6
403,2018,West Asia,21674.0,5.9,20.7,54.7,7.5,11.2,10557976,Sea,0.8
404,2018,West Asia,21674.0,5.9,20.7,54.7,7.5,11.2,10557976,Land,19.6
405,2018,West Asia,41629.0,18.4,67.7,4.7,6.8,2.4,10557976,Air,79.6
406,2018,West Asia,41629.0,18.4,67.7,4.7,6.8,2.4,10557976,Sea,0.8
407,2018,West Asia,41629.0,18.4,67.7,4.7,6.8,2.4,10557976,Land,19.6
408,2018,West Asia,449548.0,11.0,58.6,24.2,4.5,1.7,10557976,Air,79.6
409,2018,West Asia,449548.0,11.0,58.6,24.2,4.5,1.7,10557976,Sea,0.8
410,2018,West Asia,449548.0,11.0,58.6,24.2,4.5,1.7,10557976,Land,19.6
411,2018,South Asia,153905.0,7.8,48.7,30.4,6.8,6.3,10557976,Air,79.6
412,2018,South Asia,153905.0,7.8,48.7,30.4,6.8,6.3,10557976,Sea,0.8
413,2018,South Asia,153905.0,7.8,48.7,30.4,6.8,6.3,10557976,Land,19.6
414,2018,South Asia,2256675.0,4.9,78.9,14.3,0.9,1.0,10557976,Air,79.6
415,2018,South Asia,2256675.0,4.9,78.9,14.3,0.9,1.0,10557976,Sea,0.8
416,2018,South Asia,2256675.0,4.9,78.9,14.3,0.9,1.0,10557976,Land,19.6
417,2018,South Asia,26470.0,11.8,68.5,6.3,11.3,2.1,10557976,Air,79.6
418,2018,South Asia,26470.0,11.8,68.5,6.3,11.3,2.1,10557976,Sea,0.8
419,2018,South Asia,26470.0,11.8,68.5,6.3,11.3,2.1,10557976,Land,19.6
420,2018,South Asia,35596.0,8.7,78.9,0.7,4.4,7.3,10557976,Air,79.6
421,2018,South Asia,35596.0,8.7,78.9,0.7,4.4,7.3,10557976,Sea,0.8
422,2018,South Asia,35596.0,8.7,78.9,0.7,4.4,7.3,10557976,Land,19.6
423,2018,South Asia,62337.0,12.9,48.9,21.8,13.0,3.4,10557976,Air,79.6
424,2018,South Asia,62337.0,12.9,48.9,21.8,13.0,3.4,10557976,Sea,0.8
425,2018,South Asia,62337.0,12.9,48.9,21.8,13.0,3.4,10557976,Land,19.6
426,2018,South Asia,174096.0,15.3,63.4,6.6,12.2,2.5,10557976,Air,79.6
427,2018,South Asia,174096.0,15.3,63.4,6.6,12.2,2.5,10557976,Sea,0.8
428,2018,South Asia,174096.0,15.3,63.4,6.6,12.2,2.5,10557976,Land,19.6
429,2018,South Asia,41659.0,4.1,39.0,3.9,3.0,50.0,10557976,Air,79.6
430,2018,South Asia,41659.0,4.1,39.0,3.9,3.0,50.0,10557976,Sea,0.8
431,2018,South Asia,41659.0,4.1,39.0,3.9,3.0,50.0,10557976,Land,19.6
432,2018,South Asia,353684.0,19.2,72.1,1.9,5.6,1.2,10557976,Air,79.6
433,2018,South Asia,353684.0,19.2,72.1,1.9,5.6,1.2,10557976,Sea,0.8
434,2018,South Asia,353684.0,19.2,72.1,1.9,5.6,1.2,10557976,Land,19.6
435,2018,South Asia,3104422.0,7.5,74.5,13.0,2.7,2.3,10557976,Air,79.6
436,2018,South Asia,3104422.0,7.5,74.5,13.0,2.7,2.3,10557976,Sea,0.8
437,2018,South Asia,3104422.0,7.5,74.5,13.0,2.7,2.3,10557976,Land,19.6
438,2018,South East Asia,46867.0,23.3,62.6,1.3,10.9,1.9,10557976,Air,79.6
439,2018,South East Asia,46867.0,23.3,62.6,1.3,10.9,1.9,10557976,Sea,0.8
440,2018,South East Asia,46867.0,23.3,62.6,1.3,10.9,1.9,10557976,Land,19.6
441,2018,South East Asia,319172.0,9.2,72.3,0.5,16.3,1.7,10557976,Air,79.6
442,2018,South East Asia,319172.0,9.2,72.3,0.5,16.3,1.7,10557976,Sea,0.8
443,2018,South East Asia,319172.0,9.2,72.3,0.5,16.3,1.7,10557976,Land,19.6
444,2018,South East Asia,75773.0,6.6,85.9,3.1,2.4,2.0,10557976,Air,79.6
445,2018,South East Asia,75773.0,6.6,85.9,3.1,2.4,2.0,10557976,Sea,0.8
446,2018,South East Asia,75773.0,6.6,85.9,3.1,2.4,2.0,10557976,Land,19.6
447,2018,South East Asia,53473.0,24.1,54.2,3.4,9.0,9.3,10557976,Air,79.6
448,2018,South East Asia,53473.0,24.1,54.2,3.4,9.0,9.3,10557976,Sea,0.8
449,2018,South East Asia,53473.0,24.1,54.2,3.4,9.0,9.3,10557976,Land,19.6
450,2018,South East Asia,183581.0,21.8,48.3,1.2,28.1,0.6,10557976,Air,79.6
451,2018,South East Asia,183581.0,21.8,48.3,1.2,28.1,0.6,10557976,Sea,0.8
452,2018,South East Asia,183581.0,21.8,48.3,1.2,28.1,0.6,10557976,Land,19.6
453,2018,South East Asia,166293.0,12.0,81.4,0.5,3.8,2.3,10557976,Air,79.6
454,2018,South East Asia,166293.0,12.0,81.4,0.5,3.8,2.3,10557976,Sea,0.8
455,2018,South East Asia,166293.0,12.0,81.4,0.5,3.8,2.3,10557976,Land,19.6
456,2018,South East Asia,31427.0,14.3,79.6,0.3,2.1,3.7,10557976,Air,79.6
457,2018,South East Asia,31427.0,14.3,79.6,0.3,2.1,3.7,10557976,Sea,0.8
458,2018,South East Asia,31427.0,14.3,79.6,0.3,2.1,3.7,10557976,Land,19.6
459,2018,South East Asia,10502.0,9.1,72.8,8.8,5.4,3.9,10557976,Air,79.6
460,2018,South East Asia,10502.0,9.1,72.8,8.8,5.4,3.9,10557976,Sea,0.8
461,2018,South East Asia,10502.0,9.1,72.8,8.8,5.4,3.9,10557976,Land,19.6
462,2018,South East Asia,887088.0,13.9,68.9,1.2,13.9,2.1,10557976,Air,79.6
463,2018,South East Asia,887088.0,13.9,68.9,1.2,13.9,2.1,10557976,Sea,0.8
464,2018,South East Asia,887088.0,13.9,68.9,1.2,13.9,2.1,10557976,Land,19.6
465,2018,East Asia,281768.0,47.6,48.0,0.3,3.4,0.7,10557976,Air,79.6
466,2018,East Asia,281768.0,47.6,48.0,0.3,3.4,0.7,10557976,Sea,0.8
467,2018,East Asia,281768.0,47.6,48.0,0.3,3.4,0.7,10557976,Land,19.6
468,2018,East Asia,236236.0,61.3,34.9,0.3,2.8,0.7,10557976,Air,79.6
469,2018,East Asia,236236.0,61.3,34.9,0.3,2.8,0.7,10557976,Sea,0.8
470,2018,East Asia,236236.0,61.3,34.9,0.3,2.8,0.7,10557976,Land,19.6
471,2018,East Asia,150536.0,46.8,46.6,0.3,4.2,2.1,10557976,Air,79.6
472,2018,East Asia,150536.0,46.8,46.6,0.3,4.2,2.1,10557976,Sea,0.8
473,2018,East Asia,150536.0,46.8,46.6,0.3,4.2,2.1,10557976,Land,19.6
474,2018,East Asia,49457.0,31.9,64.6,0.3,2.4,0.8,10557976,Air,79.6
475,2018,East Asia,49457.0,31.9,64.6,0.3,2.4,0.8,10557976,Sea,0.8
476,2018,East Asia,49457.0,31.9,64.6,0.3,2.4,0.8,10557976,Land,19.6
477,2018,East Asia,6571.0,14.7,56.2,7.5,13.3,8.3,10557976,Air,79.6
478,2018,East Asia,6571.0,14.7,56.2,7.5,13.3,8.3,10557976,Sea,0.8
479,2018,East Asia,6571.0,14.7,56.2,7.5,13.3,8.3,10557976,Land,19.6
480,2018,East Asia,724568.0,50.5,44.7,0.3,3.4,1.1,10557976,Air,79.6
481,2018,East Asia,724568.0,50.5,44.7,0.3,3.4,1.1,10557976,Sea,0.8
482,2018,East Asia,724568.0,50.5,44.7,0.3,3.4,1.1,10557976,Land,19.6
483,2018,Australasia,346486.0,13.8,48.5,0.9,36.1,0.7,10557976,Air,79.6
484,2018,Australasia,346486.0,13.8,48.5,0.9,36.1,0.7,10557976,Sea,0.8
485,2018,Australasia,346486.0,13.8,48.5,0.9,36.1,0.7,10557976,Land,19.6
486,2018,Australasia,60664.0,13.2,52.6,1.1,32.3,0.8,10557976,Air,79.6
487,2018,Australasia,60664.0,13.2,52.6,1.1,32.3,0.8,10557976,Sea,0.8
488,2018,Australasia,60664.0,13.2,52.6,1.1,32.3,0.8,10557976,Land,19.6
489,2018,Australasia,5478.0,7.4,54.1,21.3,12.1,5.1,10557976,Air,79.6
490,2018,Australasia,5478.0,7.4,54.1,21.3,12.1,5.1,10557976,Sea,0.8
491,2018,Australasia,5478.0,7.4,54.1,21.3,12.1,5.1,10557976,Land,19.6
492,2018,Australasia,412628.0,13.6,49.2,1.2,35.3,0.7,10557976,Air,79.6
493,2018,Australasia,412628.0,13.6,49.2,1.2,35.3,0.7,10557976,Sea,0.8
494,2018,Australasia,412628.0,13.6,49.2,1.2,35.3,0.7,10557976,Land,19.6
495,2018,Not Classified Elsewhere,10037.0,15.5,53.8,1.1,28.7,0.9,10557976,Air,79.6
496,2018,Not Classified Elsewhere,10037.0,15.5,53.8,1.1,28.7,0.9,10557976,Sea,0.8
497,2018,Not Classified Elsewhere,10037.0,15.5,53.8,1.1,28.7,0.9,10557976,Land,19.6
498,2018,Grand Total,10557976.0,16.3,62.4,6.1,13.5,1.7,10557976,Air,79.6
499,2018,Grand Total,10557976.0,16.3,62.4,6.1,13.5,1.7,10557976,Sea,0.8
500,2018,Grand Total,10557976.0,16.3,62.4,6.1,13.5,1.7,10557976,Land,19.6
501,2017,North America,335439.0,4.65,54.74,0.09,37.4,3.12,10035803,Air,79.6
502,2017,North America,335439.0,4.65,54.74,0.09,37.4,3.12,10035803,Sea,0.7
503,2017,North America,335439.0,4.65,54.74,0.09,37.4,3.12,10035803,Land,19.7
504,2017,North America,1376919.0,10.42,40.71,0.05,45.77,3.05,10035803,Air,79.6
505,2017,North America,1376919.0,10.42,40.71,0.05,45.77,3.05,10035803,Sea,0.7
506,2017,North America,1376919.0,10.42,40.71,0.05,45.77,3.05,10035803,Land,19.7
507,2017,North America,1712358.0,9.31,43.42,0.06,44.15,3.07,10035803,Air,79.6
508,2017,North America,1712358.0,9.31,43.42,0.06,44.15,3.07,10035803,Sea,0.7
509,2017,North America,1712358.0,9.31,43.42,0.06,44.15,3.07,10035803,Land,19.7
510,2017,Central and South Amercia,14875.0,10.6,87.24,0.01,1.24,0.91,10035803,Air,79.6
511,2017,Central and South Amercia,14875.0,10.6,87.24,0.01,1.24,0.91,10035803,Sea,0.7
512,2017,Central and South Amercia,14875.0,10.6,87.24,0.01,1.24,0.91,10035803,Land,19.7
513,2017,Central and South Amercia,24453.0,26.17,66.67,0.08,5.22,1.85,10035803,Air,79.6
514,2017,Central and South Amercia,24453.0,26.17,66.67,0.08,5.22,1.85,10035803,Sea,0.7
515,2017,Central and South Amercia,24453.0,26.17,66.67,0.08,5.22,1.85,10035803,Land,19.7
516,2017,Central and South Amercia,18114.0,15.16,80.2,0.08,3.31,1.25,10035803,Air,79.6
517,2017,Central and South Amercia,18114.0,15.16,80.2,0.08,3.31,1.25,10035803,Sea,0.7
518,2017,Central and South Amercia,18114.0,15.16,80.2,0.08,3.31,1.25,10035803,Land,19.7
519,2017,Central and South Amercia,34625.0,16.72,67.6,0.21,11.71,3.75,10035803,Air,79.6
520,2017,Central and South Amercia,34625.0,16.72,67.6,0.21,11.71,3.75,10035803,Sea,0.7
521,2017,Central and South Amercia,34625.0,16.72,67.6,0.21,11.71,3.75,10035803,Land,19.7
522,2017,Central and South Amercia,92067.0,17.83,73.17,0.12,6.6,2.29,10035803,Air,79.6
523,2017,Central and South Amercia,92067.0,17.83,73.17,0.12,6.6,2.29,10035803,Sea,0.7
524,2017,Central and South Amercia,92067.0,17.83,73.17,0.12,6.6,2.29,10035803,Land,19.7
525,2017,Western Europe,31832.0,24.27,51.2,0.05,23.32,1.16,10035803,Air,79.6
526,2017,Western Europe,31832.0,24.27,51.2,0.05,23.32,1.16,10035803,Sea,0.7
527,2017,Western Europe,31832.0,24.27,51.2,0.05,23.32,1.16,10035803,Land,19.7
528,2017,Western Europe,41902.0,25.3,47.79,0.07,22.95,3.89,10035803,Air,79.6
529,2017,Western Europe,41902.0,25.3,47.79,0.07,22.95,3.89,10035803,Sea,0.7
530,2017,Western Europe,41902.0,25.3,47.79,0.07,22.95,3.89,10035803,Land,19.7
531,2017,Western Europe,26761.0,37.18,52.77,0.1,8.8,1.16,10035803,Air,79.6
532,2017,Western Europe,26761.0,37.18,52.77,0.1,8.8,1.16,10035803,Sea,0.7
533,2017,Western Europe,26761.0,37.18,52.77,0.1,8.8,1.16,10035803,Land,19.7
534,2017,Western Europe,20384.0,32.58,57.98,0.04,7.88,1.51,10035803,Air,79.6
535,2017,Western Europe,20384.0,32.58,57.98,0.04,7.88,1.51,10035803,Sea,0.7
536,2017,Western Europe,20384.0,32.58,57.98,0.04,7.88,1.51,10035803,Land,19.7
537,2017,Western Europe,249620.0,20.59,64.17,0.04,12.67,2.53,10035803,Air,79.6
538,2017,Western Europe,249620.0,20.59,64.17,0.04,12.67,2.53,10035803,Sea,0.7
539,2017,Western Europe,249620.0,20.59,64.17,0.04,12.67,2.53,10035803,Land,19.7
540,2017,Western Europe,269380.0,31.02,55.0,4.0,12.83,1.11,10035803,Air,79.6
541,2017,Western Europe,269380.0,31.02,55.0,4.0,12.83,1.11,10035803,Sea,0.7
542,2017,Western Europe,269380.0,31.02,55.0,4.0,12.83,1.11,10035803,Land,19.7
543,2017,Western Europe,10286.0,25.86,61.16,0.01,7.03,5.93,10035803,Air,79.6
544,2017,Western Europe,10286.0,25.86,61.16,0.01,7.03,5.93,10035803,Sea,0.7
545,2017,Western Europe,10286.0,25.86,61.16,0.01,7.03,5.93,10035803,Land,19.7
546,2017,Western Europe,37993.0,19.47,36.69,0.05,42.53,1.25,10035803,Air,79.6
547,2017,Western Europe,37993.0,19.47,36.69,0.05,42.53,1.25,10035803,Sea,0.7
548,2017,Western Europe,37993.0,19.47,36.69,0.05,42.53,1.25,10035803,Land,19.7
549,2017,Western Europe,111915.0,27.14,56.09,0.04,15.9,0.83,10035803,Air,79.6
550,2017,Western Europe,111915.0,27.14,56.09,0.04,15.9,0.83,10035803,Sea,0.7
551,2017,Western Europe,111915.0,27.14,56.09,0.04,15.9,0.83,10035803,Land,19.7
552,2017,Western Europe,76652.0,30.59,50.06,0.11,17.4,1.83,10035803,Air,79.6
553,2017,Western Europe,76652.0,30.59,50.06,0.11,17.4,1.83,10035803,Sea,0.7
554,2017,Western Europe,76652.0,30.59,50.06,0.11,17.4,1.83,10035803,Land,19.7
555,2017,Western Europe,20882.0,15.94,53.07,0.28,28.84,1.87,10035803,Air,79.6
556,2017,Western Europe,20882.0,15.94,53.07,0.28,28.84,1.87,10035803,Sea,0.7
557,2017,Western Europe,20882.0,15.94,53.07,0.28,28.84,1.87,10035803,Land,19.7
558,2017,Western Europe,66378.0,4.62,22.68,0.02,68.33,4.34,10035803,Air,79.6
559,2017,Western Europe,66378.0,4.62,22.68,0.02,68.33,4.34,10035803,Sea,0.7
560,2017,Western Europe,66378.0,4.62,22.68,0.02,68.33,4.34,10035803,Land,19.7
561,2017,Western Europe,81442.0,18.37,72.72,0.02,7.79,1.1,10035803,Air,79.6
562,2017,Western Europe,81442.0,18.37,72.72,0.02,7.79,1.1,10035803,Sea,0.7
563,2017,Western Europe,81442.0,18.37,72.72,0.02,7.79,1.1,10035803,Land,19.7
564,2017,Western Europe,45851.0,28.76,55.87,0.1,13.95,1.34,10035803,Air,79.6
565,2017,Western Europe,45851.0,28.76,55.87,0.1,13.95,1.34,10035803,Sea,0.7
566,2017,Western Europe,45851.0,28.76,55.87,0.1,13.95,1.34,10035803,Land,19.7
567,2017,Western Europe,49607.0,19.75,65.04,0.12,13.55,1.53,10035803,Air,79.6
568,2017,Western Europe,49607.0,19.75,65.04,0.12,13.55,1.53,10035803,Sea,0.7
569,2017,Western Europe,49607.0,19.75,65.04,0.12,13.55,1.53,10035803,Land,19.7
570,2017,Western Europe,986296.0,11.06,42.49,0.08,43.19,3.19,10035803,Air,79.6
571,2017,Western Europe,986296.0,11.06,42.49,0.08,43.19,3.19,10035803,Sea,0.7
572,2017,Western Europe,986296.0,11.06,42.49,0.08,43.19,3.19,10035803,Land,19.7
573,2017,Western Europe,6492.0,21.33,59.81,0.15,15.44,3.26,10035803,Air,79.6
574,2017,Western Europe,6492.0,21.33,59.81,0.15,15.44,3.26,10035803,Sea,0.7
575,2017,Western Europe,6492.0,21.33,59.81,0.15,15.44,3.26,10035803,Land,19.7
576,2017,Western Europe,2133673.0,17.99,49.43,0.07,30.04,2.48,10035803,Air,79.6
577,2017,Western Europe,2133673.0,17.99,49.43,0.07,30.04,2.48,10035803,Sea,0.7
578,2017,Western Europe,2133673.0,17.99,49.43,0.07,30.04,2.48,10035803,Land,19.7
579,2017,Eastern Europe,11852.0,33.04,62.95,0.05,2.58,1.39,10035803,Air,79.6
580,2017,Eastern Europe,11852.0,33.04,62.95,0.05,2.58,1.39,10035803,Sea,0.7
581,2017,Eastern Europe,11852.0,33.04,62.95,0.05,2.58,1.39,10035803,Land,19.7
582,2017,Eastern Europe,9241.0,24.93,70.26,0.17,3.43,1.21,10035803,Air,79.6
583,2017,Eastern Europe,9241.0,24.93,70.26,0.17,3.43,1.21,10035803,Sea,0.7
584,2017,Eastern Europe,9241.0,24.93,70.26,0.17,3.43,1.21,10035803,Land,19.7
585,2017,Eastern Europe,15421.0,6.79,83.34,2.38,4.92,2.57,10035803,Air,79.6
586,2017,Eastern Europe,15421.0,6.79,83.34,2.38,4.92,2.57,10035803,Sea,0.7
587,2017,Eastern Europe,15421.0,6.79,83.34,2.38,4.92,2.57,10035803,Land,19.7
